estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
8194.666667,EQM Poseidon Midstream LLC - Basin 160A,1012471,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,53.78,27
,Escondido Gulf Coast #220 OP,1013595,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Kaiser-Francis Oil Company 360 Anadarko Basin,1009135,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.6,2021,NG Driven Pneumatic Pumps emissions,Table C.1,292.85,147
,Antero Midstream LLC- 160 Basin,1012714,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Denbury Onshore LLC 395 Williston Gathering,1012759,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,TOM-Stack Anadarko #360-G&B,1012806,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.4,2020,NG Driven Pneumatic Pumps emissions,Table C.1,17.41,10
8760,"Delaware G&P, LLC G&B 430 - Permian Basin",1012810,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.9,2022,NG Driven Pneumatic Pumps emissions,Table C.1,141.11,84
8671.079136,XTO Energy Inc 430 Permian  GB,1012541,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,33.9,2022,NG Driven Pneumatic Pumps emissions,Table C.1,209.84,139
8760,Rosewood Resources Inc.,1009490,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,146.95,87
1522.622951,Chief Oil & Gas LLC (160A),1009485,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,79.99,207
,Surge Energy 430 Permian Basin,1013106,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,EnverVest Operating L.L.C.- 430 Permian basin G&B,1012687,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,37.4,22
8760,Summit Midstream 595 Piceance Basin GB,1012631,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,5.88,3
3320.8,345 Arkoma Basin - BP America Production Company,1009169,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,33,41
8760,EnverVest Operating L.L.C.- 430 Permian basin G&B,1012687,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,57.43,29
,Aethon Energy Operating-260-East Texas Basin,1012511,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,EMP 345 Arkoma GB,1012591,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
7380,"Jordan Development Company, LLC",1008066,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.9,2016,NG Driven Pneumatic Pumps emissions,Table C.1,51.18,35
,"CMO, Inc.",1011081,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Grizzly Arkoma Basin,1008199,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,115.4,57
8784,TPIC Basin 220,1006770,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,125.77,64
,"Grade 6 Oil, LLC",1010707,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Naftex Operating Company,1009582,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8314.5,Atlas-160-Appalachia-OH-B & G,1012440,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,38.55,20
8760,Lewis Energy Group,1009588,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,7.67,4
,XTO Energy Inc 395 Williston,1008275,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
7885,Gulf Coast Facility,1008714,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,23.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,272.45,207
8649,"TGNR TVL LLC - Basin 230 (Houston, TX)",1011998,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,16.29,8
8760,"ONEOK Field Services Company, L.L.C. 360 Anadarko Basin GB",1012658,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,13.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,575.93,305
,Enerplus Resources (USA) Corporation - Williston Basin,1009595,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Dugan Production Corp-San Juan Basin G&B,1012453,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Chesapeake Operating LLC, 350 - South Oklahoma Folded Belt",1008529,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Titan Rock Exploration and Production,1013357,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,75.32,37
8760,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)",1012576,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.7,2021,NG Driven Pneumatic Pumps emissions,Table C.1,45.46,26
8760,"Trinity River Energy Operating, LLC 415 Strawn Syncline",1008188,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,50.2,2015,NG Driven Pneumatic Pumps emissions,Table C.1,1289.07,696
8082.97,ALLP Uinta Basin,1012248,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.8,2019,NG Driven Pneumatic Pumps emissions,Table C.1,116.88,63
8760,"Blackhill Energy, LLC 160A Appalachian Basin (Eastern Overthurst) Gathering & Boosting",1012711,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2017,NG Driven Pneumatic Pumps emissions,Table C.1,8.7,5
7736,Presidio Petroleum 360 Anadarko Basin,1009335,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.5,2017,NG Driven Pneumatic Pumps emissions,Table C.1,384.6,233
8760,Red Willow Production Co.,1005963,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.4,2017,NG Driven Pneumatic Pumps emissions,Table C.1,47.04,25
8101.0909,WPX Energy Permian LLC Boosting and Gathering,1012365,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,16.63,11
,"Amplify Operating Oklahoma, LLC.",1010701,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,WPX Energy Permian LLC Boosting and Gathering,1012365,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,5.2,3
8784,Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2016,NG Driven Pneumatic Pumps emissions,Table C.1,1.75,1
8760,Ignacio Compressor Station,1012908,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,6.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,31.08,15
,"Evergreen Natural Resources, LLC. Las Vegas-Raton",1008608,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Slant Operating LLC,1011662,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,83.44,45
5494,"EOG Resources, Inc. 430 Permian basin",1008351,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.3,2020,NG Driven Pneumatic Pumps emissions,Table C.1,26.56,26
4380,Riviera Resources 260 East Texas Basin Production Segment,1010396,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,80.24,75
8631.9921,XTO Energy Inc 415 Strawn,1009387,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,150.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,1919.14,939
8760,StarTex Gulf Coast Basin #220,1012964,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,20.5,12
8760,Gulf Coast Basin 220,1012700,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2022,NG Driven Pneumatic Pumps emissions,Table C.1,6.53,3
8760,"Compass Production Partners, LP - Arkla Basin #230 Gathering & Boosting",1012534,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.5,2017,NG Driven Pneumatic Pumps emissions,Table C.1,21.15,10
,Luff Exploration Company - 395 - Williston Basin,1009762,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Hilcorp North Slope, Basin 890-G&B Facility",1012135,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Williams G&B Facility  Strawn Basin 415,1012232,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Foundation Energy Management- 450 Las Animas arch Basin,1011508,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,WHRMC - ARKLA BASIN-ONSHORE PRODUCTION,1012114,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,12.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,287.7,136
,Luff Exploration Company - 395 - Williston Basin,1009762,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,SEP Williston Basin 395 Production,1012100,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
3338.666667,EQM Poseidon Midstream LLC - Basin 160A,1012471,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2016,NG Driven Pneumatic Pumps emissions,Table C.1,7.26,9
8784,"MarkWest Oklahoma Gas Company, L.L.C. - 345 Arkoma Basin - GB",1012503,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,43,2016,NG Driven Pneumatic Pumps emissions,Table C.1,475.26,230
8760,ALLP Uinta Basin,1012248,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.2,2022,NG Driven Pneumatic Pumps emissions,Table C.1,30.3,15
5945.330616,Caerus Piceance LLC,1008296,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,22,2017,NG Driven Pneumatic Pumps emissions,Table C.1,277.26,211
8784,415 Strawn BKV  GB,1012545,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,5.3,2020,NG Driven Pneumatic Pumps emissions,Table C.1,68.85,33
8760,Trendwell Energy Corporation,1008348,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,57.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,70.3,42
8760,"Wapiti Operating, LLC-UintaGatheringAndBoosting",1012590,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2,2017,NG Driven Pneumatic Pumps emissions,Table C.1,159.99,79
8784,"SilverBow Resources, LLC - Basin 220",1009706,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.2,2020,NG Driven Pneumatic Pumps emissions,Table C.1,35.72,21
,Four Winds Midstream - Basin 345,1012611,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Riviera Resources 575 Uinta Basin Production Segment,1011420,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Denbury Onshore LLC 230 Arkla,1008943,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"EXCO Resources, Inc. - East Texas Basin #260",1008958,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.2,2015,NG Driven Pneumatic Pumps emissions,Table C.1,54.45,26
,"EOG Resources, Inc. 540 Denver basin",1008979,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,EGG 360 Anadarko GB,1012518,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Energy Transfer 230 - Arkla Basin,1012393,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,28.6,2021,NG Driven Pneumatic Pumps emissions,Table C.1,381.2,182
,Chevron MCA 430 Permian Basin,1009240,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",1012753,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
5040,Grizzly Piceance Basin (595),1011535,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.2,2016,NG Driven Pneumatic Pumps emissions,Table C.1,90.5,83
8760,River Rock Operating LLC,1014634,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2022,NG Driven Pneumatic Pumps emissions,Table C.1,6.39,3
,395 Williston Basin QEP Energy Company,1009281,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
5,Denbury Onshore LLC 530 Wind River GB,1013748,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2019,NG Driven Pneumatic Pumps emissions,Table C.1,0.00E+00,1
,"Laredo Energy 220 Gulf Basin (LA, TX)",1009683,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"TEP Rocky Mountain, LLC - 595 Piceance basin",1008355,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,88.2,2015,NG Driven Pneumatic Pumps emissions,Table C.1,960.8,486
8560.5,"Chesapeake Operating LLC, 260 - East Texas Basin",1008528,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,33.44,16
8497.5629,XTO Energy Inc 420 Fort Worth Syncline,1009388,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,28.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,444.37,244
8760,Uinta Basin - Caerus Uintah,1009165,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,115.9,2019,NG Driven Pneumatic Pumps emissions,Table C.1,5465.81,2914
8784,XPR Resources LLC,1008298,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.8,2016,NG Driven Pneumatic Pumps emissions,Table C.1,115.4,53
8760,Enterprise Products Operating LLC 260 East Texas Basin,1012487,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.9,2022,NG Driven Pneumatic Pumps emissions,Table C.1,75.61,38
,SM Energy (Basin 345) East Central Oklahoma,1009562,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
5280,Formentera Operations LLC,1011250,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2022,NG Driven Pneumatic Pumps emissions,Table C.1,2.46,3
,White Rock Oil & Gas LLC - 395 Williston,1011923,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Basin 360 - SK Nemaha,1013227,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.9,2019,NG Driven Pneumatic Pumps emissions,Table C.1,119.08,70
7900,"Chesapeake Operating LLC, 220 - Gulf Coast Basin",1008526,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,87.8,2015,NG Driven Pneumatic Pumps emissions,Table C.1,1910.16,1265
8760,"Enervest Operating, L.L.C. 220 Gulf Coast Basin",1009657,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,21.7,2015,NG Driven Pneumatic Pumps emissions,Table C.1,164.25,105
8760,415 Strawn BKV  GB,1012545,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.7,2022,NG Driven Pneumatic Pumps emissions,Table C.1,40.71,19
8760,Foundation Energy Management 540 DJ Basin,1008755,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,28.08,17
,Ignacio Compressor Station,1012908,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
5368.846154,360 Anadarko Basin - BP America Production Company,1008558,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.5,2019,NG Driven Pneumatic Pumps emissions,Table C.1,59.31,52
,SEP Permian Basin 430 Production,1013216,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Red Willow Production Co.,1005963,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,MurphyG&B-220,1012583,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,6.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,102.53,64
8760,EnverVest Operating L.L.C.- 305 Michigan G&B,1012733,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,105.9,2018,NG Driven Pneumatic Pumps emissions,Table C.1,198.1,108
8760,"Susquehanna Gathering Company, LLC",1013065,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2021,NG Driven Pneumatic Pumps emissions,Table C.1,131.36,60
7738,Caerus Piceance LLC,1008296,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,52,2020,NG Driven Pneumatic Pumps emissions,Table C.1,369.42,211
,Birch Resources,1013407,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,Arkla Basin,1010705,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,18.42,10
,Seneca East G&B Facilities,1012744,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Legacy Reserves Basin 430 Production,1011498,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2020,NG Driven Pneumatic Pumps emissions,Table C.1,7.5,5
8760,Grizzly Wind River Basin G&B (530),1012747,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.4,2017,NG Driven Pneumatic Pumps emissions,Table C.1,21.37,11
,U.S. Energy Development Corp.,1013851,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
678.62,"SWEPI LP (Shell), Appalachian Basin (Eastern Overthrust Area) 160A",1008401,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2015,NG Driven Pneumatic Pumps emissions,Table C.1,1.89,13
8760,Permian Basin,1009846,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.8,2017,NG Driven Pneumatic Pumps emissions,Table C.1,133.42,74
8359,Hilcorp Energy Company - Gulf Coast Basin (220) Gathering & Boosting,1012722,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,5.4,2022,NG Driven Pneumatic Pumps emissions,Table C.1,77.61,42
8760,Energy Transfer 400 - Ouachita Folded Belt,1012397,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,7.8,4
,"EOG Resources, Inc. 395 Williston basin",1008980,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,White Rock Oil & Gas LLC - 230 ArkLa,1012060,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,28.3,25
,Summit Petroleum LLC,1008890,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,TOMPC Chautauqua #355-G&B,1012814,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,4.72,3
,EMP 230 Arkla GB,1012533,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Paradigm Gathering and Boosting Basin 220,1013061,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
1620,BREITBURN OPERATING LP-BASIN 507,1010319,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2022,NG Driven Pneumatic Pumps emissions,Table C.1,15.13,43
8760,WildFire Energy Operating LLC,1011531,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,74.2,2022,NG Driven Pneumatic Pumps emissions,Table C.1,665.01,405
8784,Hilcorp Energy Company - Wind River Basin (530),1012612,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.9,2020,NG Driven Pneumatic Pumps emissions,Table C.1,237.29,120
8784,"Repsol Oil & Gas USA, LLC Gathering and Boosting Operations",1012192,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2016,NG Driven Pneumatic Pumps emissions,Table C.1,17.6,8
,"Amplify Operating Oklahoma, LLC.",1010701,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
,SK Plymouth LLC Anadarko Basin,1011752,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2015,NG Driven Pneumatic Pumps emissions,Table C.1,,
8244.631579,Vaquero Permian Basin #430-G&B,1012970,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,31.54,19
8760,Finley Resources Inc - Uintah Basin (575),1009357,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2017,NG Driven Pneumatic Pumps emissions,Table C.1,1.37,3
